,Course,Daytime/evening attendance,Mother's occupation,Father's occupation,Displaced,Tuition fees up to date,Scholarship holder,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,GDP
766,12,1,3,4,1,1,0,0,0,7,8,7,12.65,0,8,9,8,13.411111111111111,16.2,-0.92
767,12,1,10,8,1,1,0,0,0,7,8,6,14.37,0,8,10,7,14.65,12.4,1.79
768,11,1,6,8,0,1,1,0,0,6,11,4,12.0,0,6,14,3,11.0,10.8,1.74
769,16,1,5,9,1,1,0,0,0,6,10,5,12.6,0,6,7,5,11.2,10.8,1.74
770,10,1,10,4,0,1,0,0,0,6,6,6,12.166666666666666,0,6,6,6,12.333333333333334,10.8,1.74
771,12,1,10,10,1,1,1,0,0,8,8,8,13.76375,0,8,8,8,13.76375,9.4,-3.12
772,13,1,6,6,1,1,1,0,0,7,11,6,12.4,0,7,8,6,12.8,11.1,2.02
773,12,1,10,10,1,1,0,0,0,7,7,6,14.333333333333334,0,7,7,6,14.333333333333334,7.6,0.32
774,12,1,4,4,1,1,0,0,0,7,8,7,14.69625,0,8,9,8,14.622222222222224,12.4,1.79
775,13,1,10,8,0,1,1,0,0,7,9,7,12.855555555555556,0,8,8,8,13.9125,12.7,-1.7
776,12,1,4,11,0,1,0,0,0,7,7,7,13.7,0,8,9,8,13.994444444444444,11.1,2.02
777,12,1,6,6,0,1,0,0,0,7,7,7,13.285714285714286,0,8,9,8,13.333333333333334,16.2,-0.92
778,8,1,10,10,1,1,0,0,0,6,14,5,11.5,0,6,13,5,11.0,15.5,-4.06
779,12,1,8,9,1,1,1,0,0,8,8,7,11.4,0,8,8,7,11.4,10.8,1.74
780,15,1,10,10,1,1,0,0,0,6,7,5,12.8,0,6,10,4,12.2,10.8,1.74
781,6,1,8,8,1,1,1,0,0,5,8,5,12.0,0,5,8,4,15.0,12.7,-1.7
782,16,1,10,8,1,1,1,0,0,6,8,5,13.0,0,6,9,5,13.5,9.4,-3.12
783,6,1,5,5,1,1,0,0,0,6,8,6,14.0,0,6,9,6,13.333333333333334,8.9,3.51
784,15,1,4,4,1,1,1,0,0,6,6,6,12.333333333333334,0,6,6,6,13.5,16.2,-0.92
785,2,1,4,4,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,10.8,1.74
786,12,1,10,10,1,1,0,0,0,8,8,7,15.657142857142857,0,8,8,7,15.657142857142857,12.7,-1.7
787,5,1,5,4,0,1,0,0,0,6,6,6,12.166666666666666,0,6,6,6,11.333333333333334,12.7,-1.7
788,16,1,5,10,1,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,10.8,1.74
789,15,1,1,1,0,1,0,0,0,6,8,4,11.75,0,6,12,0,0.0,7.6,0.32
790,7,1,15,31,0,1,0,0,0,5,9,1,13.0,0,5,5,0,0.0,8.9,3.51
791,12,1,10,10,1,1,1,0,0,8,8,7,13.331428571428573,0,8,8,7,13.331428571428573,10.8,1.74
792,5,1,6,6,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,12.4,1.79
793,2,1,10,10,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,12.4,1.79
794,12,1,5,10,0,1,0,0,0,7,7,6,13.7,0,7,7,6,13.7,7.6,0.32
795,12,1,10,10,1,1,0,0,0,8,8,7,12.2,0,8,8,7,12.2,12.7,-1.7
796,9,1,8,4,1,1,0,0,0,5,8,3,10.0,0,5,10,4,11.0,12.7,-1.7
797,14,1,10,10,0,1,1,0,0,6,7,5,13.0,0,6,7,6,12.857142857142858,8.9,3.51
798,12,1,10,10,0,1,0,0,0,8,8,7,15.028571428571428,0,8,8,7,15.028571428571428,12.7,-1.7
799,10,1,6,10,0,1,0,0,0,6,8,6,12.0,0,6,7,6,11.714285714285714,15.5,-4.06
800,15,1,4,6,1,1,0,0,0,6,8,5,12.0,0,6,8,5,12.4,9.4,-3.12
801,2,1,6,2,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,13.9,0.79
802,2,1,8,8,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,10.8,1.74
803,10,1,6,10,0,1,0,0,0,6,6,0,0.0,0,6,7,0,0.0,11.1,2.02
804,13,1,3,9,1,1,0,0,0,7,8,7,12.375,0,7,11,5,12.583333333333334,8.9,3.51
805,12,1,10,9,1,1,0,0,0,7,7,6,13.35,0,7,7,6,13.35,7.6,0.32
806,5,1,6,4,1,1,1,0,0,6,6,6,15.0,0,6,6,2,16.0,15.5,-4.06
807,8,1,2,10,1,1,0,0,0,5,9,2,10.5,0,5,5,0,0.0,12.7,-1.7
808,9,1,10,6,1,1,0,0,0,5,8,5,13.25,0,5,6,5,11.833333333333334,13.9,0.79
809,7,1,5,12,1,1,0,0,0,5,10,0,0.0,0,5,5,0,0.0,7.6,0.32
810,12,1,3,8,1,1,1,0,0,8,8,8,13.88125,0,8,8,8,13.88125,9.4,-3.12
811,11,1,4,11,1,1,0,0,0,6,8,6,11.333333333333334,0,6,8,5,12.6,9.4,-3.12
812,2,1,10,10,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,16.2,-0.92
813,10,1,5,10,1,1,0,0,0,6,7,6,12.857142857142858,0,6,7,6,13.666666666666666,13.9,0.79
814,15,1,29,39,1,1,0,0,0,6,6,5,11.6,0,6,6,6,12.5,8.9,3.51
815,11,1,10,4,1,1,1,0,0,6,9,5,11.4,0,6,6,6,11.333333333333334,12.4,1.79
816,13,1,10,10,0,1,0,0,0,7,13,6,11.833333333333334,0,7,8,7,12.228571428571428,12.4,1.79
817,16,1,10,9,0,1,1,0,0,7,7,7,14.428571428571429,0,7,7,7,14.142857142857142,16.2,-0.92
818,11,1,10,8,1,1,1,0,0,6,8,6,12.285714285714286,0,6,9,5,12.4,8.9,3.51
819,6,1,2,12,0,1,0,0,0,5,7,5,14.4,0,5,5,5,13.8,7.6,0.32
820,12,1,10,8,1,1,1,0,0,7,8,7,13.15,0,8,9,8,15.06875,13.9,0.79
821,12,1,6,6,1,1,1,0,0,8,8,7,12.342857142857143,0,8,8,7,12.342857142857143,10.8,1.74
822,11,1,6,1,1,1,0,0,0,6,10,4,10.5,0,6,14,1,11.0,7.6,0.32
823,9,1,10,2,0,1,0,0,0,5,5,5,10.6,0,5,8,5,11.6,12.4,1.79
824,10,1,10,8,1,1,1,0,0,6,8,4,11.25,0,6,6,6,12.0,10.8,1.74
825,12,1,5,8,1,1,0,0,0,7,7,7,13.457142857142856,0,8,8,8,14.5125,13.9,0.79
826,6,1,12,12,0,1,0,0,0,5,6,5,12.6,0,5,8,4,12.333333333333334,7.6,0.32
827,14,1,6,6,0,1,0,0,0,6,6,6,13.666666666666666,0,6,8,5,13.6,8.9,3.51
828,9,1,6,8,1,1,1,0,0,5,5,5,11.6,0,5,5,5,11.8,11.1,2.02
829,8,1,10,11,0,1,0,0,0,6,9,6,12.571428571428571,0,6,10,5,12.833333333333334,11.1,2.02
830,16,1,10,6,1,1,0,0,0,6,7,5,11.8,0,6,7,5,11.4,10.8,1.74
831,10,1,10,8,1,1,1,0,0,6,8,6,11.333333333333334,0,6,6,6,11.833333333333334,8.9,3.51
832,11,1,7,7,1,1,0,0,0,6,6,6,10.666666666666666,0,6,6,6,11.5,7.6,0.32
833,2,1,6,6,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,10.8,1.74
834,15,1,10,8,1,1,1,0,0,6,6,5,13.0,0,6,7,6,12.833333333333334,8.9,3.51
835,12,1,6,8,1,1,1,0,0,8,11,7,12.90857142857143,0,8,11,7,12.90857142857143,10.8,1.74
836,16,1,5,10,1,1,0,0,0,6,12,4,12.0,0,6,11,1,10.0,10.8,1.74
837,5,1,5,9,1,1,0,0,0,6,6,6,15.333333333333334,0,6,9,6,15.833333333333334,12.7,-1.7
838,14,1,10,10,1,1,1,0,0,6,7,6,13.0,0,6,6,6,14.333333333333334,12.4,1.79
839,6,1,10,7,1,1,0,0,0,5,6,4,11.75,0,5,10,5,12.571428571428571,10.8,1.74
840,14,1,8,4,0,1,0,0,0,5,5,4,12.5,0,5,5,4,14.25,7.6,0.32
841,11,1,5,4,1,1,0,0,0,6,6,6,14.0,0,6,6,6,14.666666666666666,11.1,2.02
842,7,1,5,4,1,1,1,0,0,5,9,4,12.25,0,5,9,3,12.333333333333334,8.9,3.51
843,4,1,10,5,0,1,0,0,0,6,12,3,11.5,0,6,12,3,13.666666666666666,12.4,1.79
844,8,1,5,2,0,1,0,0,0,6,9,6,12.0,0,6,10,5,12.166666666666666,11.1,2.02
845,2,1,5,2,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,10.8,1.74
846,9,1,5,10,1,1,1,0,0,5,5,0,0.0,0,5,5,0,0.0,11.1,2.02
847,14,1,8,8,0,1,0,0,0,6,15,4,10.5,0,6,16,4,12.5,15.5,-4.06
848,4,1,10,9,1,1,0,0,0,6,8,5,12.857142857142858,0,6,11,6,12.3,16.2,-0.92
849,7,1,5,5,0,1,0,0,0,5,7,2,13.0,0,5,11,1,10.0,8.9,3.51
850,7,1,10,10,1,1,0,0,0,5,6,3,11.0,0,5,6,0,0.0,10.8,1.74
851,15,1,10,8,0,1,1,0,0,6,6,6,15.5,0,6,6,6,14.166666666666666,11.1,2.02
852,11,1,5,4,1,1,0,0,0,6,8,6,12.333333333333334,0,6,6,6,13.666666666666666,11.1,2.02
853,15,1,5,10,0,1,1,0,0,6,7,6,11.333333333333334,0,6,8,6,12.285714285714286,16.2,-0.92
854,15,1,1,5,1,1,0,0,0,6,12,0,0.0,0,6,0,0,0.0,9.4,-3.12
855,8,1,5,8,0,1,0,0,0,5,11,4,12.0,0,5,9,5,12.6,9.4,-3.12
856,6,1,5,10,1,1,1,0,0,6,10,4,13.2,0,6,8,0,0.0,12.4,1.79
857,15,1,10,2,0,1,0,0,0,6,10,4,11.25,0,6,6,6,11.333333333333334,10.8,1.74
858,14,1,3,7,1,1,1,0,0,6,8,6,15.166666666666666,0,6,7,6,14.428571428571429,8.9,3.51
859,11,1,10,10,0,1,1,0,0,6,8,6,11.166666666666666,0,6,7,4,13.4,16.2,-0.92
860,12,1,10,8,0,1,1,0,0,7,8,6,10.983333333333334,0,7,8,6,10.983333333333334,7.6,0.32
861,10,1,5,4,1,1,1,0,0,6,8,4,10.75,0,6,11,5,11.5,15.5,-4.06
862,7,1,5,1,1,1,0,0,0,5,7,4,13.0,0,5,9,5,14.833333333333334,7.6,0.32
863,4,1,10,10,0,1,0,0,0,6,9,6,16.11111111111111,0,6,7,6,13.5,13.9,0.79
864,15,1,10,10,0,1,0,0,0,6,8,6,11.5,0,6,8,6,11.0,16.2,-0.92
865,8,1,3,3,1,1,0,0,0,6,15,4,10.75,0,6,12,2,10.5,13.9,0.79
866,14,1,6,9,1,1,1,0,0,6,10,4,11.6,0,6,8,5,13.0,11.1,2.02
867,12,1,3,3,0,1,0,0,0,7,21,0,0.0,0,7,7,0,0.0,16.2,-0.92
868,7,1,3,6,0,1,0,0,0,5,5,5,13.8,0,5,7,5,14.142857142857142,11.1,2.02
869,13,1,6,6,1,1,0,0,0,7,8,7,13.585714285714284,0,8,8,8,14.6875,15.5,-4.06
870,14,1,5,11,1,1,0,0,0,6,8,6,13.857142857142858,0,6,8,5,13.0,15.5,-4.06
871,4,1,5,5,1,1,1,0,0,6,9,6,13.444444444444445,0,6,9,5,12.6,13.9,0.79
872,5,1,4,4,0,1,0,0,0,6,6,6,14.0,0,6,7,6,13.857142857142858,8.9,3.51
873,14,1,12,12,1,1,0,0,0,6,10,1,12.0,0,6,0,0,0.0,10.8,1.74
874,2,1,8,8,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,9.4,-3.12
875,2,1,6,10,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,11.1,2.02
876,12,1,10,10,1,1,0,0,0,7,0,0,0.0,0,8,0,0,0.0,15.5,-4.06
877,6,1,10,5,1,1,0,0,0,6,12,4,12.8,0,6,17,0,0.0,12.4,1.79
878,14,1,8,5,0,1,0,0,0,5,7,5,11.166666666666666,0,5,5,4,11.0,9.4,-3.12
879,12,1,5,4,0,1,0,0,0,8,9,7,12.828571428571427,0,8,9,7,12.828571428571427,12.7,-1.7
880,7,1,10,10,0,1,1,0,0,5,12,3,10.0,0,5,10,3,12.4,12.4,1.79
881,12,1,10,6,1,1,0,0,0,7,7,6,13.033333333333331,0,7,7,6,13.033333333333331,7.6,0.32
882,6,1,10,10,1,1,0,0,0,5,7,5,14.4,0,5,5,5,13.6,12.7,-1.7
883,12,1,10,9,1,1,0,0,0,7,14,0,0.0,0,7,14,0,0.0,11.1,2.02
884,10,1,10,11,1,1,1,0,0,6,6,6,12.666666666666666,0,6,6,6,12.0,9.4,-3.12
885,9,1,4,6,1,1,0,0,0,5,5,3,11.666666666666666,0,5,10,4,10.8,9.4,-3.12
886,16,1,8,9,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,16.2,-0.92
887,5,1,5,10,1,1,0,0,0,6,10,4,12.0,0,6,6,6,12.5,7.6,0.32
888,6,1,6,6,1,1,0,0,0,5,10,5,14.333333333333334,0,5,8,5,13.0,9.4,-3.12
889,12,1,3,8,1,1,0,0,0,7,7,7,12.835714285714284,0,8,8,8,14.23125,11.1,2.02
890,7,1,10,6,1,1,0,0,0,5,5,0,0.0,0,5,0,0,0.0,9.4,-3.12
891,2,1,10,10,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7.6,0.32
892,12,1,3,11,1,1,0,0,0,8,8,8,13.24875,0,8,8,8,13.24875,9.4,-3.12
893,9,1,4,5,1,1,1,0,0,5,6,3,14.0,0,5,8,5,12.4,11.1,2.02
894,10,1,8,8,1,1,1,0,0,6,8,6,13.625,0,6,7,6,12.166666666666666,12.7,-1.7
895,12,1,10,6,1,1,1,0,0,7,8,7,14.85,0,8,9,8,15.61111111111111,13.9,0.79
896,9,1,5,5,1,1,0,0,0,5,9,4,10.75,0,5,6,5,11.4,11.1,2.02
897,2,1,5,5,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,16.2,-0.92
898,14,1,10,10,0,1,0,0,0,6,10,5,11.4,0,6,9,4,13.75,12.4,1.79
899,15,1,10,8,1,1,1,0,0,6,6,6,13.5,0,6,6,6,14.166666666666666,12.7,-1.7
900,16,1,10,10,1,1,1,0,0,6,9,5,12.0,0,6,8,5,11.2,10.8,1.74
901,15,1,10,10,1,1,1,0,0,6,8,5,13.0,0,6,7,6,13.0,15.5,-4.06
902,2,1,10,9,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7.6,0.32
903,11,1,6,5,1,1,0,0,0,6,13,2,10.5,0,6,11,1,12.0,10.8,1.74
904,2,1,3,11,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,9.4,-3.12
905,15,1,10,10,0,1,1,0,0,6,7,6,15.571428571428571,0,6,7,6,16.142857142857142,13.9,0.79
906,10,1,8,8,1,1,0,0,0,6,10,4,12.0,0,6,7,5,11.8,9.4,-3.12
907,15,1,10,10,0,1,0,0,0,6,6,4,11.25,0,6,6,3,11.333333333333334,16.2,-0.92
908,2,1,1,4,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,11.1,2.02
909,4,1,7,7,1,1,0,0,0,6,8,6,12.142857142857142,0,6,11,5,13.6,12.4,1.79
910,11,1,4,10,1,1,0,0,0,6,10,4,13.0,0,6,6,6,13.0,12.4,1.79
911,12,1,3,2,1,1,0,0,0,8,9,8,12.8875,0,8,9,8,12.8875,9.4,-3.12
912,5,1,8,8,1,1,0,0,0,6,7,6,12.833333333333334,0,6,7,6,12.571428571428571,8.9,3.51
913,9,1,5,8,1,1,0,0,0,5,10,3,10.666666666666666,0,5,11,2,12.5,9.4,-3.12
914,12,1,6,6,1,1,0,0,0,7,11,6,11.983333333333334,0,8,12,8,12.28125,16.2,-0.92
915,6,1,10,6,1,1,0,0,0,6,21,3,12.666666666666666,0,6,15,2,11.0,15.5,-4.06
916,6,1,7,10,0,1,0,0,0,5,9,4,13.75,0,5,8,4,14.5,7.6,0.32
917,14,1,10,8,1,1,0,0,0,6,8,6,14.125,0,6,10,5,14.5,11.1,2.02
918,6,1,10,10,1,1,0,0,0,5,10,3,11.666666666666666,0,5,5,5,13.0,10.8,1.74
919,6,1,10,5,1,1,1,0,0,6,7,6,15.714285714285714,0,6,17,5,12.77777777777778,12.4,1.79
920,7,1,10,9,0,1,0,0,0,5,11,0,0.0,0,5,5,0,0.0,16.2,-0.92
921,8,1,10,10,0,1,0,0,0,5,9,4,12.25,0,5,8,4,11.75,9.4,-3.12
922,14,1,8,6,0,1,1,0,0,6,7,6,12.285714285714286,0,6,7,6,13.333333333333334,16.2,-0.92
923,12,1,5,5,0,1,1,0,0,7,9,6,13.342857142857143,0,8,10,7,11.65,12.4,1.79
924,14,1,6,4,0,1,0,0,0,5,5,0,0.0,0,5,5,0,0.0,9.4,-3.12
925,12,1,5,4,1,1,1,0,0,7,9,7,12.1375,0,8,9,8,12.91111111111111,12.4,1.79
926,5,1,10,8,1,1,0,0,0,6,7,6,14.166666666666666,0,6,7,6,14.857142857142858,9.4,-3.12
927,12,1,5,5,1,1,0,0,0,7,7,7,13.528571428571428,0,8,9,8,14.655555555555557,12.4,1.79
928,11,1,4,4,1,1,0,0,0,5,5,5,11.4,0,6,11,1,11.0,10.8,1.74
929,2,1,5,8,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,8.9,3.51
930,12,1,5,8,0,1,1,0,0,7,8,7,13.6375,0,8,8,8,14.3875,13.9,0.79
931,12,1,10,8,1,1,0,0,0,7,10,7,12.9,0,8,15,7,12.142857142857142,15.5,-4.06
932,12,1,5,10,1,1,1,0,0,8,8,7,14.36,0,8,8,7,14.36,10.8,1.74
933,12,1,5,8,1,1,0,0,0,8,8,7,14.7,0,8,8,7,14.7,10.8,1.74
934,13,1,4,11,1,1,1,0,0,7,7,7,13.0,0,8,8,8,15.0625,12.4,1.79
935,16,1,3,10,1,1,0,0,0,6,6,6,13.5,0,6,6,0,0.0,12.7,-1.7
936,6,1,10,4,1,1,0,0,0,5,11,5,12.333333333333334,0,5,7,5,12.6,9.4,-3.12
937,9,1,2,5,0,1,0,0,0,5,6,5,13.4,0,5,6,5,13.0,16.2,-0.92
938,2,1,10,10,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,7.6,0.32
939,6,1,6,3,1,1,0,0,0,6,7,6,16.571428571428573,0,6,6,6,15.666666666666666,13.9,0.79
940,12,1,5,5,0,1,0,0,0,7,10,7,15.145,0,8,8,8,15.7425,15.5,-4.06
941,12,1,10,8,0,1,1,0,0,7,7,7,13.44285714285714,0,8,8,8,15.075,13.9,0.79
942,6,1,10,2,0,1,0,0,0,5,8,5,14.166666666666666,0,5,6,4,11.75,9.4,-3.12
943,10,1,6,7,0,1,1,0,0,6,9,6,11.333333333333334,0,6,6,6,12.333333333333334,10.8,1.74
944,12,1,2,6,1,1,0,0,0,8,8,8,13.76125,0,8,8,8,13.76125,9.4,-3.12
945,6,1,5,3,0,1,0,0,0,6,13,6,15.307692307692308,0,6,9,6,14.0,15.5,-4.06
946,12,1,5,10,1,1,0,0,0,7,7,6,12.766666666666666,0,7,7,6,12.766666666666666,7.6,0.32
947,13,1,2,8,1,1,0,0,0,7,0,0,0.0,0,7,0,0,0.0,11.1,2.02
948,6,1,5,12,0,1,0,0,0,5,6,4,14.25,0,5,6,5,13.4,7.6,0.32
949,12,1,10,10,0,1,0,0,0,7,11,3,11.916666666666666,0,7,17,0,0.0,16.2,-0.92
950,14,1,10,5,1,1,0,0,0,5,5,4,12.0,0,5,6,5,11.6,9.4,-3.12
951,14,1,4,4,1,1,0,0,0,5,7,3,11.0,0,5,5,4,12.75,7.6,0.32
952,5,1,6,6,1,1,0,0,0,6,6,6,14.166666666666666,0,6,8,5,13.0,10.8,1.74
953,5,1,3,3,1,1,0,0,0,6,6,6,14.666666666666666,0,6,6,6,15.0,9.4,-3.12
954,6,1,10,10,1,1,0,0,0,5,11,0,0.0,0,5,10,5,12.285714285714286,10.8,1.74
955,2,1,10,10,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7.6,0.32
956,7,1,1,1,0,1,0,0,0,5,0,0,0.0,0,5,0,0,0.0,7.6,0.32
957,12,1,10,10,1,1,1,0,0,7,7,7,13.7,0,8,9,8,14.022222222222222,16.2,-0.92
958,7,1,4,11,0,1,0,0,0,5,0,0,0.0,0,5,0,0,0.0,10.8,1.74
959,14,1,10,9,1,1,1,0,0,6,6,6,13.333333333333334,0,6,7,6,13.285714285714286,8.9,3.51
960,5,1,5,6,1,1,0,0,0,6,7,5,11.4,0,6,6,6,12.166666666666666,7.6,0.32
961,6,1,1,3,0,1,0,0,0,5,5,0,0.0,0,5,5,0,0.0,7.6,0.32
962,12,1,6,6,1,1,0,0,0,7,7,7,16.142857142857142,0,8,9,0,0.0,16.2,-0.92
963,12,1,12,12,1,1,0,0,0,8,8,0,0.0,0,8,8,0,0.0,9.4,-3.12
964,12,1,10,10,0,1,1,0,0,8,8,8,15.63375,0,8,8,8,15.63375,9.4,-3.12
965,15,1,6,6,1,1,0,0,0,6,6,6,13.666666666666666,0,6,6,6,14.5,12.7,-1.7
966,15,1,1,1,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,7.6,0.32
967,10,1,8,8,1,1,0,0,0,6,8,6,12.5,0,6,7,6,11.5,10.8,1.74
968,14,1,5,10,0,1,1,0,0,6,8,6,12.285714285714286,0,6,6,6,13.0,15.5,-4.06
969,2,1,5,5,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,12.7,-1.7
970,13,1,8,11,0,1,0,0,0,7,14,4,12.95,0,7,11,4,13.125,15.5,-4.06
971,12,1,10,6,1,1,0,0,0,7,7,6,12.45,0,7,7,6,12.45,7.6,0.32
972,12,1,6,5,1,1,1,0,0,8,8,8,13.38125,0,8,8,8,13.38125,9.4,-3.12
973,10,1,10,10,1,1,1,0,0,6,8,6,12.75,0,6,10,6,12.166666666666666,12.7,-1.7
974,12,1,5,11,1,1,0,0,0,8,8,8,13.3425,0,8,8,8,13.3425,9.4,-3.12
975,12,1,8,8,1,1,1,0,0,7,10,7,14.175,0,8,14,6,13.03125,15.5,-4.06
976,7,1,8,8,0,1,0,0,0,5,9,0,0.0,0,5,8,2,14.5,7.6,0.32
977,6,1,10,10,1,1,0,0,0,5,6,5,12.0,0,5,8,5,12.142857142857142,10.8,1.74
978,11,1,10,10,1,1,1,0,0,6,8,6,10.571428571428571,0,6,9,5,11.4,16.2,-0.92
979,15,1,10,10,1,1,1,0,0,6,9,6,11.166666666666666,0,6,11,5,12.4,10.8,1.74
980,9,1,6,11,0,1,0,0,0,5,7,5,11.6,0,5,5,5,12.8,12.4,1.79
981,7,1,10,11,0,1,0,0,0,5,11,3,10.666666666666666,0,5,5,2,12.5,16.2,-0.92
982,12,1,3,2,1,1,0,0,0,8,10,8,13.05375,0,8,10,8,13.05375,9.4,-3.12
983,4,1,6,10,0,1,0,0,0,6,6,6,14.166666666666666,0,6,7,6,13.833333333333334,11.1,2.02
984,8,1,6,3,0,1,0,0,0,6,11,5,13.6,0,6,13,3,12.666666666666666,13.9,0.79
985,8,1,3,10,1,1,0,0,0,6,8,6,13.714285714285714,0,6,7,5,13.333333333333334,15.5,-4.06
986,2,1,10,10,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,13.9,0.79
987,14,1,3,6,1,1,0,0,0,6,7,6,14.428571428571429,0,6,8,6,15.0,16.2,-0.92
988,12,1,5,8,1,1,1,0,0,7,7,7,13.117142857142856,0,8,9,7,12.6,11.1,2.02
989,10,1,29,36,1,1,0,0,0,6,7,6,12.666666666666666,0,6,7,6,11.833333333333334,8.9,3.51
990,15,1,2,4,0,1,0,0,0,6,7,6,15.285714285714286,0,6,6,6,16.5,10.8,1.74
991,9,1,10,10,1,1,0,0,0,5,6,0,0.0,0,5,0,0,0.0,15.5,-4.06
992,12,1,3,7,0,1,0,0,0,7,0,0,0.0,0,8,0,0,0.0,12.4,1.79
993,15,1,10,10,1,1,1,0,0,6,7,6,13.5,0,6,7,6,14.428571428571429,16.2,-0.92
994,9,1,8,8,1,1,0,0,0,5,8,4,11.4,0,5,7,4,11.0,11.1,2.02
995,12,1,10,10,1,1,0,0,0,7,7,7,13.725714285714286,0,8,8,8,14.5,11.1,2.02
996,5,1,4,4,1,1,1,0,0,6,6,6,13.5,0,6,6,6,11.166666666666666,11.1,2.02
997,12,1,4,8,0,1,0,0,0,8,8,7,15.57,0,8,8,7,15.57,10.8,1.74
998,12,1,10,10,0,1,0,0,0,7,7,7,14.114285714285714,0,8,9,8,15.91111111111111,16.2,-0.92
999,10,1,10,5,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,15.5,-4.06
1000,5,1,1,2,1,1,0,0,0,6,9,4,11.25,0,6,10,0,0.0,7.6,0.32
1001,11,1,5,5,1,1,1,0,0,6,7,6,12.142857142857142,0,6,8,6,11.333333333333334,8.9,3.51
1002,12,1,10,5,0,1,0,0,0,8,8,7,13.075714285714286,0,8,8,7,13.075714285714286,10.8,1.74
1003,9,1,4,11,0,1,0,0,0,5,0,0,0.0,0,5,0,0,0.0,8.9,3.51
1004,6,1,5,8,1,1,0,0,0,6,16,0,0.0,0,6,7,0,0.0,16.2,-0.92
1005,12,1,8,10,1,1,1,0,0,8,8,7,13.512857142857142,0,8,8,7,13.512857142857142,10.8,1.74
1006,10,1,10,8,1,1,1,0,0,6,7,6,12.833333333333334,0,6,6,6,12.166666666666666,10.8,1.74
1007,6,1,10,10,1,1,1,0,0,5,8,3,15.0,0,5,9,3,11.666666666666666,9.4,-3.12
1008,12,1,5,2,1,1,0,0,0,8,15,5,12.288,0,8,15,5,12.288,10.8,1.74
1009,9,1,10,10,0,1,1,0,0,5,9,4,11.5,0,5,5,5,12.8,12.4,1.79
1010,14,1,2,2,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,15.5,-4.06
1011,11,1,10,10,0,1,0,0,0,6,7,6,12.428571428571429,0,6,6,6,12.833333333333334,7.6,0.32
1012,12,1,4,4,1,1,1,0,0,7,7,7,12.765714285714289,0,8,9,8,13.544444444444444,12.4,1.79
1013,12,1,6,6,0,1,0,0,0,7,11,5,12.1,0,7,10,5,12.6,11.1,2.02
1014,9,1,10,10,1,1,0,0,0,5,10,5,12.0,0,5,9,5,11.5,13.9,0.79
1015,5,1,5,8,1,1,0,0,0,6,6,0,0.0,0,6,6,0,0.0,9.4,-3.12
1016,5,1,10,10,1,1,0,0,0,6,6,6,13.5,0,6,6,6,12.5,9.4,-3.12
1017,12,1,4,4,1,1,0,0,0,7,7,7,13.884285714285712,0,8,9,8,14.75,11.1,2.02
1018,14,1,5,5,0,1,0,0,0,6,12,2,11.666666666666666,0,6,20,2,10.5,16.2,-0.92
1019,10,1,4,4,0,1,0,0,0,6,6,6,14.5,0,6,6,6,12.666666666666666,12.4,1.79
1020,11,1,6,4,0,1,0,0,0,6,7,6,14.714285714285714,0,6,7,6,14.166666666666666,12.7,-1.7
1021,10,1,6,8,0,1,1,0,0,6,7,6,13.285714285714286,0,6,6,6,14.333333333333334,12.4,1.79
1022,16,1,10,9,0,1,0,0,0,6,10,5,13.0,0,6,10,4,11.5,12.7,-1.7
1023,10,1,5,5,0,1,1,0,0,6,9,6,11.5,0,6,11,5,14.0,11.1,2.02
1024,9,1,10,9,1,1,1,0,0,5,8,5,11.8,0,5,10,5,11.6,16.2,-0.92
